代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
U53,船用闸阀与旋塞,Marine gate valve and cock,U50/59,船用蝶阀、闸阀、球阀、旋塞等。,"Marine butterfly valves, gate valves, ball valves, cocks, etc."
U54,船用通风附件,Marine ventilation accessories,U50/59,船用通风头、配风器、通风栅、通风闸阀、通风管件等。,"Marine ventilation head, air distribution device, ventilation grille, ventilated gate valve, ventilation pipe fittings, etc."
U55,船用管件,Marine fittings,U50/59,船用管路支架、管接头、通舱管件、法兰、注水管、液位表等。,"Marine pipeline brackets, pipe joints, cabin fittings, flanges, water injection pipes, liquid level gauges, etc."
U56,船内通信遥控与操纵附件,Inboard communication remote control and manipulation accessories,U50/59,船用传令钟发送与接受器、传话管及其附件、传动附件等。,"Marine transmitters and receivers, speech tubes and their accessories, transmission accessories, etc."
U57,船用液压、气动元件及附件,"Marine hydraulic, pneumatic components and accessories",U50/59,,
U60,船舶电气、观通、导航设备综合,"Ship electrical, view and navigation equipment integration",U60/69,,
U61,船用发电、变电与配电设备,"Marine power generation, transformation and distribution equipment",U60/69,船用电机、变压器、变流变频机、电站、化学电源、配电设备等。,"Marine motors, transformers, converters, power stations, chemical power supplies, power distribution equipment, etc."
U62,船用电控装置及测量设备,Marine electric control device and measuring equipment,U60/69,船用电控、遥测、自动化设备及测量设备等。,"Marine electrical control, telemetry, automation equipment and measurement equipment."
U63,船用照明与其他电器,Marine lighting and other appliances,U60/69,船用灯具（含信号灯）、电热设备、其他电器等。,"Marine lamps (including signal lights), electric heating equipment, other electrical appliances, etc."
U65,导航设备,Navigation device,U60/69,船舶导航系统与导航设备（含普航设备）等。,Ship navigation systems and navigation equipment (including general aviation equipment).
U66,船舶通信设备,Ship communication equipment,U60/69,船用有线及无线电通信设备等。,Marine cable and radio communications equipment.
U67,水声设备,Water acoustic equipment,U60/69,,
U68,船舶观察设备,Ship observation equipment,U60/69,,
U69,船用电气安装件,Marine electrical installations,U60/69,船用电缆安装与保护元件，灯具安装支架，电器安装支架及底座，接地装置元件等。,"Marine cable installation and protection components, lamp mounting brackets, electrical mounting brackets and bases, grounding device components, etc."
U80,船舶制造工艺装备综合,Shipbuilding process equipment integration,U80/89,,
U81,船体制造工艺装备,Hull manufacturing process equipment,U80/89,,
U82,轮机制造工艺装备,Turbine manufacturing process equipment,U80/89,,
U83,电气设备制造工艺装备,Electrical equipment manufacturing process equipment,U80/89,,
U84,船舶仪表制造工艺装备,Ship instrument manufacturing process equipment,U80/89,,
U90,造船专用设备综合,Shipbuilding special equipment,U90/99,,
U91,造船专用设备,Shipbuilding equipment,U90/99,,
U92,制造主辅机专用设备,Manufacturing main auxiliary equipment,U90/99,,
U93,造船用仪器仪表专用设备,Shipbuilding instrumentation equipment,U90/99,,
U99,造船用其他设备,Shipbuilding equipment,U90/99,,
V00,标准化、质量管理,"Standardization, quality management",V00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
V01,技术管理,Technical management,V00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
V02,经济管理,Economic management,V00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
V04,基础标准与通用方法,Basic standards and general methods,V00/09,术语、符号、分类命名、设计计算方法等。,"Terms, symbols, category names, design calculation methods, etc."
V05,可靠性,Reliability,V00/09,通用的可靠性及其试验方法入A20。,The general reliability and its test method are in A20.
V06,环境条件,Environmental conditions,V00/09,通用的环境条件及其试验方法入A21。,General environmental conditions and test methods are included in A21.
V07,电子计算机应用,Electronic computer applications,V00/09,,
V08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",V00/09,航徽、航服入此。,The emblem and the airline are here.
V09,卫生、安全、劳动保护,"Health, safety, labor protection",V00/09,航空医学入C05。,Aviation Medicine into C05.
V10,航空、航天材料基础标准,Aerospace and aerospace materials standards,V10/19,,
V11,航空与航天用金属铸锻材料,Aerospace metal casting and forging materials,V10/19,经再加工的金属铸、锻材料，铸件和锻件材料选用及其检验方法等。,"The reprocessed metal casting and forging materials, castings and forgings are selected and tested."
V13,航空与航天用非金属材料,Non-metallic materials for aerospace,V10/19,经再加工的非金属材料及其检验方法等。,The reprocessed non-metallic materials and their inspection methods.
V15,复合材料与固体燃料,Composites and solid fuels,V10/19,,
V16,热加工工艺,Thermal processing,V10/19,,
V18,冷加工工艺,Cold processing,V10/19,,
V20,紧固件,Fastener,V20/29,航空器与航天器专用螺钉、螺母、螺栓、铆钉等。,"Aircraft and spacecraft special screws, nuts, bolts, rivets and so on."
V21,管件、卡箍、密封件,"Pipe fittings, clamps, seals",V20/29,航空器与航天器专用管路附件、卡箍、密封件等。,"Aircraft and spacecraft special pipe accessories, clamps, seals and so on."
V22,机械配件、构件,Mechanical parts and components,V20/29,航空器与航天器操纵系统配件、传动系统配件、机件结构构造等。,"Aircraft and spacecraft control system accessories, transmission system accessories, mechanical structure and so on."
V23,弹性元件,Elastic element,V20/29,,
V25,电子元器件,Electronic component,V20/29,航空器与航天器专用插件、继电器等。通用接插件、继电器入L24/25,"Aircraft and spacecraft special plug-ins, relays, etc. Universal connector, relay into L24/25"
V26,传感元件,Sensor element,V20/29,传感器、应变片、应变丝等。通用的传感元件入N05。,"Sensors, strain gauges, strained wires, etc. Universal sensing element into the N05."
V27,电气装置用结构件,Structural parts for electrical devices,V20/29,各种封头帽盖及其他结构件。,Various head caps and other structural components.
V28,航天用起爆点火装置,Aerospace initiation ignition device,V20/29,电发火管、点火器、爆炸螺栓等。,"Electric fire tube, igniter, explosion bolt and so on."
V29,航天用液压元件与附件,Aerospace hydraulic components and accessories,V20/29,液压马达、作动筒等。,"Hydraulic motors, actuators, etc."
V30,发动机总体,Overall engine,V30/34,总体要求、实验规范、结构强度等。,"General requirements, experimental specifications, structural strength, etc."
V31,发动机辅助系统及其附件,Engine assist system and accessories,V30/34,起动点火系统、操纵调节系统、滑油系统等及其附件。,"Start the ignition system, control system, oil system, etc. and accessories."
V32,发动机零部件,Engine parts,V30/34,专用零部件及机构件。,Special parts and components.
V35,航空器及其附件综合,Aircraft and accessories - general,V35/49,航空器适航性条例等。,"Aircraft Airworthiness Regulations, etc."
V36,总体技术要求,General technical requirements,V35/49,气动、结构、强度的要求等。,"Pneumatic, structural, and strength requirements."
V37,操纵系统及其附件,Control system and its accessories,V35/49,人工操纵和自动飞行控制系统，特殊控制系统等。,"Manually operated and automatic flight control systems, special control systems, etc."
V38,液压、冷气系统及其附件,"Hydraulic, air-conditioning systems and accessories",V35/49,,
V39,燃油系统及其附件,Fuel system and its accessories,V35/49,燃油系统安全规范入此。,The fuel system safety specification is hereby included.
V40,电气系统与设备,Electrical systems and equipment,V35/49,,
V41,导航通讯系统与设备,Navigation communication system and equipment,V35/49,仪表导航、无线电导航、航空器内通信、导航通信识别系统与设备。通用雷达、导航设备入M53。,"Instrument navigation, radio navigation, aircraft communication, navigation communication identification systems and equipment. General radar, navigation equipment into the M53."
V42,起飞着陆装置,Take-off and landing device,V35/49,着陆机轮及附件、刹车系统、阻力伞等。,"Lander wheels and accessories, brake systems, resistance umbrellas, etc."
V43,动力安装与操纵,Power installation and operation,V35/49,安装与操纵要求，火警系统试验与安装等。,"Installation and manipulation requirements, fire system testing and installation."
V44,生命保障系统与设备,Life insurance system and equipment,V35/49,空调、救生、生活系统，人类工效规范，试验程序等。,"Air conditioning, life-saving, living systems, human ergonomic practices, testing procedures, etc."
V45,航空仪表,Aviation instrument,V35/49,驾驶导航仪表、发动机仪表，自动化仪表与显示装置、飞行环境记录装置、突防装置等。通用仪表入N类。,"Driving navigation instruments, engine instrumentation, automated instrumentation and display devices, flight environment recorders, and penetration devices. General instrumentation into the N class."
V46,航空器试验设备,Aircraft test equipment,V35/49,风洞、试车台试验设备等。,"Wind tunnel, test bench test equipment, etc."
V47,航空气球,Air balloon,V35/49,气象用航空气球等。,"Weather balloons, etc."
V50,航空运输与地面设备综合,Air transport and ground equipment integration,V50/59,飞机选型、代号、标号，飞机使用年限与报废标准等。,"Aircraft selection, code, label, aircraft age and scrap standards."
V51,客运,Passenger transport,V50/59,客运业务管理、订票系统及设备、机舱设备、服务设备、检查标准及票证格式等。,"Passenger service management, booking system and equipment, cabin equipment, service equipment, inspection standards and ticket formats."
V52,货运,Cargo,V50/59,货运业务管理、航空集装箱运输、散杂件、特种货物、危险货物运输及运输装卸规章制度等。,"Cargo business management, aviation container transport, miscellaneous pieces, special cargo, dangerous goods transport and transport handling regulations and so on."
V53,通用航空,General aviation,V50/59,农业、林业航空技术设备、航空摄影、探矿、吊挂、救护技术设备等。,"Agriculture, forestry aviation technology equipment, aerial photography, prospecting, hanging, rescue technical equipment and so on."
V54,空中交通管制,Air traffic control,V50/59,通信导航、航行管制、气象情报、飞机跑道灯光、安全保障、助航等系统及设备等。,"Communications navigation, navigation control, meteorological information, aircraft runway lights, security, navigation aids and other systems and equipment."
V55,航空器维护与管理,Aircraft maintenance and management,V50/59,飞机本体、发动机、机载设备、安全设备、仪表、滑油控制系统等的维修检测。,"Maintenance inspections for aircraft bodies, engines, airborne equipment, safety equipment, instruments, and lubricating oil control systems."
V56,机场地面服务系统及设备,Airport ground service system and equipment,V50/59,航班显示系统、指挥控制系统、安全检查系统、航油管理系统等及设备，旅客通道设备、机库管理及设备等。,"Flight display systems, command and control systems, security inspection systems, aviation oil management systems and equipment, passenger channel equipment, hangar management and equipment, etc."
V57,特种车辆,Special vehicle,V50/59,飞机牵引车、电源车、充氧车、加油车、客梯等。通用车辆入T类。,"Aircraft tractors, power cars, oxygenating vehicles, refuelling vehicles, passenger elevators, etc. General-purpose vehicles enter the T class."
V58,飞行训练与设备,Flight training and equipment,V50/59,飞行员、乘务员、机务员训练及设备等。,"Pilots, Flight Attendants, Attendant Training and Equipment."
V59,航空体育设备,Aviation sports equipment,V50/59,滑翔机、航模、运动伞等。,"Glider, model aircraft, sports umbrellas, etc."
V70,航天器综合,Spacecraft - general,V70/79,航天器型号入此。,Spacecraft model into this.
V71,航天器总体,Spacecraft overall,V70/79,,
V72,航天器动力系统,Spacecraft power system,V70/79,各种喷气发动机及其部件、组件、附件、贮存器等。,"Various jet engines and their components, assemblies, accessories, reservoirs, etc."
V73,航天器控制导引系统,Spacecraft control guidance system,V70/79,控制导引系统及组成系统的仪器、仪表、测试设备等。,"Control guidance systems and instruments, meters, and test equipment that make up the system."
V74,航天器稳定系统,Spacecraft stability system,V70/79,稳定系统及组成系统的仪器、仪表、测试设备等。,"Stabilize the system and the instruments, meters, and test equipment that make up the system."
V75,航天器遥测遥感系统,Spacecraft telemetry and remote sensing system,V70/79,包括组成系统的仪器、仪表、设备等。各类传感器入V26。,"Including the instruments, meters, and equipment that make up the system. Various types of sensors into the V26."
V76,航天器用能源设备,Spacecraft energy equipment,V70/79,电源、气源等设备。,"Power, air supply and other equipment."
V80,航天地面设备综合,Aerospace ground equipment - general,V80/89,,
V81,地面测试设备,Ground test equipment,V80/89,单元测试、综合测试设备等。,"Unit testing, comprehensive testing equipment, etc."
V82,地面测控设备,Ground measurement and control equipment,V80/89,,
V83,地面控制与导引系统,Ground control and guidance system,V80/89,制导站及其组成等。通用导航、雷达设备入M53。,"Guidance station and its composition. General navigation, radar equipment into the M53."
V84,运输、吊装与加注设备,"Transportation, lifting and filling equipment",V80/89,装运工具、各种吊具及燃料油加注设备等。通用消防设备入C80/89。,"Shipping tools, various spreaders, and fuel oil filling equipment. General firefighting equipment into the C80/89."
V85,发射、发控设备,"Launch, launch control equipment",V80/89,发射、发控设备及其部件、组件、附件等。,"Launch, launch control equipment and its components, components, accessories and so on."
V86,地面能源设备,Ground energy equipment,V80/89,地面用电源、气源设备及其部件、组件、附件等。,"Ground power supply, air supply equipment and its components, components, accessories and so on."
V90,航空器与航天器制造用设备综合,Aircraft and spacecraft manufacturing equipment - general,V90/99,,
V91,刀具,Tools,V90/99,专用金属切削刀具及其辅助工具。,Special metal cutting tools and their auxiliary tools.
V92,量具,Measuring tool,V90/99,专用检验、测量器具及辅助工具。,"Special inspection, measuring instruments and auxiliary tools."
V93,夹具,Fixture,V90/99,,
V94,模具,Mould,V90/99,专用冷冲、锻、铸模具，橡胶、塑料模具，组合式模具等。,"Special cold punching, forging, casting molds, rubber, plastic molds, modular molds, etc."
V95,工具,Tool,V90/99,专用装备、焊接、热处理、表面处理、非金属材料加工工具等。,"Special equipment, welding, heat treatment, surface treatment, non-metallic materials processing tools, etc."
V96,飞机制造专用设备,Aircraft manufacturing equipment,V90/99,飞机及其零部件制造、装配用设备及各种试验设备。,Aircraft and parts and components manufacturing and assembly equipment and various test equipment.
V97,航天器制造专用设备,Spacecraft manufacturing equipment,V90/99,航天器及其零部件制造、装配、测量、试验设备。,"Spacecraft and its parts manufacturing, assembly, measurement, and test equipment."
W00,标准化、质量管理,"Standardization, quality management",W00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
W01,技术管理,Technical management,W00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
W02,经济管理,Economic management,W00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
W04,基础标准与通用方法,Basic standards and general methods,W00/09,术语，符号，设计方法，取样、制样方法，纤维通用试验方法等。,"Terms, symbols, design methods, sampling, sample preparation methods, fiber general test methods, etc."
W05,工艺,Technology,W00/09,原料加工、纺、织、染整工艺等。,"Raw material processing, spinning, weaving, dyeing and finishing processes."
W06,综合利用,Comprehensive utilization,W00/09,废花、废丝、废纺、废液综合利用等。,"Waste flowers, waste silk, waste spinning, waste liquid and other comprehensive utilization."
W07,电子计算机应用,Electronic computer applications,W00/09,,
W08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",W00/09,,
W09,卫生、安全、劳动保护,"Health, safety, labor protection",W00/09,,
W10,棉纺织综合,Cotton textile - general,W10/19,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。,"Terms, classification, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W11,棉半制品,Semi-finished cotton products,W10/19,纯棉、棉混纺、纯化纤棉、棉卷、棉条、棉絮等。,"Pure cotton, cotton blended, purified cotton, laps, sliver, cotton, etc."
W12,棉纱、线,"Cotton yarn, thread",W10/19,纯棉、棉混纺、棉型化纤沙和线等。,"Pure cotton, cotton blended, cotton-based chemical fiber sand, and thread."
W13,棉坯布及制品,Cotton fabrics and products,W10/19,纯棉、棉混纺、棉型化纤坯布等。匹染、印花布入W71。,"Cotton, cotton blended, cotton-type chemical fiber fabric, etc. Piece dyed, printed cloth into the W71."
W20,毛纺织综合,Wool textile - general,W20/29,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。,"Terms, classifications, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W21,毛半制品,Semi-finished products,W20/29,羊毛、兔毛、驼毛等工业分级，毛、洗净毛、毛条（包括毛混纺、化纤毛）等。,"Wool, rabbit hair, camel hair and other industrial grading, hair, hair, wool (including wool blended, chemical fiber hair) and so on."
W22,毛纱、线,"Wool yarn, thread",W20/29,纯毛纱、线，毛混纺纱、线，纯化纤毛纱、线等。针织、编织用纯毛、毛混纺毛线入W61。,"Pure wool yarn, thread, wool blended yarn, thread, purified fiber yarn, thread, etc. Knitting, weaving with pure wool, wool blended yarn into W61."
W23,毛坯布及制品,Blank cloth and products,W20/29,纯毛、毛混纺，纯化纤毛纺织精、粗呢、绒、长毛绒等坯布。匹染、印花呢绒入W72。,"Pure wool, wool blended, purified cilia textile, rough, velvet, plush and other gray fabrics. Piece dyed, printed wool into W72."
W27,工业用呢、毡,"Industrial use, felt",W20/29,造纸用、纺织用、印刷用呢，工业用毡等。日用毛毡入此。,"For papermaking, textiles, printing, industrial felts, etc. Daily felt into this."
W30,麻纺织综合,Hemp textile - general,W30/39,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。,"Terms, classification, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W31,麻半制品,Semi-finished products,W30/39,黄（洋）青麻的熟麻，苎麻的精干麻，麻条、落麻、亚麻、胡麻的打成麻等。,"Yellow (foreign) green linen cooked Ma, ramie lean Ma, linen, linen, flax, flax and other hemp."
W32,麻纱、线,"Yarn, thread",W30/39,工业用苎麻、黄麻、亚麻等纯麻、麻混纺、纯化纤麻纱和线等。,"Industrial ramie, jute, linen and other pure hemp, linen blended, purified yarn and yarn."
W33,麻布,Linen,W30/39,黄（洋）麻、青麻、苎麻、亚麻等纯麻坯布，麻混纺坯布，纯化纤麻布等。各种麻袋入此。匹染、印花麻布入W73。,"Yellow (foreign) hemp, hemp, ramie, linen and other pure linen fabric, hemp blended fabric, purified linen and so on. Various sacks into this. Piece dyed and printed linen into W73."
W40,丝、绸综合,"Silk, silk - general",W40/49,术语，分类，命名，抽样方法，分析、试验、评定方法，检验规则等。,"Terms, classifications, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W41,丝、绸半制品,Silk and silk semi-finished products,W40/49,混茧、剥茧、选茧、煮茧、剿丝、复摇、经轴、绢丝纺、绸丝纺原料等。,"Mixing, peeling, picking, boiling, reeling, reshaping, warp beam, silk spinning, silk spinning raw materials."
W42,丝制纱、线,"Silk yarn, thread",W40/49,桑蚕丝、榨蚕丝、双宫丝、加燃丝、绢丝、妯丝等纱和线等。,"Mulberry silk, pressed silk, double uterine silk, fired silk, silk, silk and other yarn and thread."
W43,丝和丝交织品,Silk and silk fabrics,W40/49,纯桑蚕丝、纯榨蚕丝织品，桑蚕丝交织品、榨蚕丝交织品，纯化纤丝织品，绢绸、绸绸等。匹染、印花丝绸入W74。,"Pure mulberry silk, pure pressed silk fabric, silk mulberry silk, pressed silk silk fabric, purified silk fabric, silk, silk and silk. Piece dyed, printed silk into W74."
W50,化学纤维综合,Chemical fiber - general,W50/54,术语、分类、命名、抽样方法，分析、试验、评定方法、检验规则等。,"Terms, classification, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W51,化学纤维半制品,Chemical fiber semi-finished products,W50/54,棉浆泊、木浆泊等。,"Cotton pulp, wood pulp, etc."
W52,化学纤维,Chemical fiber,W50/54,锦纶、涤纶、晴纶、维纶、氯纶、丙纶、粘胶等。,"Nylon, polyester, acrylic, vinylon, vinyllon, polypropylene, viscose and so on."
W55,纺织制品综合,Textile products - general,W55/59,术语、分类、命名、抽样方法、分析、试验、评定方法、检验规则等。,"Terms, classification, nomenclature, sampling methods, analysis, tests, assessment methods, inspection rules, etc."
W56,毯类,Blankets,W55/59,毯类及其制品，毛毯、绒毯、线毯、棉毯、地毯、挂毯（包括毛、混纺、纯化纤毯）等。,"Blankets and their products, blankets, carpets, blankets, cotton blankets, carpets, tapestries (including wool, blended, purified fiber blankets), etc."
W57,纺织复制品,Textile reproductions,W55/59,床上用品、毛巾、手帕、窗帘等。,"Bedding, towels, handkerchiefs, curtains, etc."
W58,线 、带、绳,"Line, belt, rope",W55/59,线、带、绳及梭织花边、商标等。医用缝合线入C48，消防水带入C84，渔业用线、绳入B56，毛线入W61。,"Lines, belts, ropes and woven laces, trademarks, etc. Medical sutures were placed in C48, fire hoses in C84, fishery lines, ropes in B56, and wools in W61."
W59,其他纺织制品,Other textile products,W55/59,无纺布、漆布、各种工业用布等。工业用呢入W27。,"Non-woven fabrics, linoleums, various industrial fabrics, etc. Industrial use it into W27."
W60,针织综合,Knitting,W60/69,术语、分类、命名、通用试验方法、检验规则等。,"Terms, classification, nomenclature, common test methods, inspection rules, etc."
W61,针织用纱、线,"Knitting yarn, thread",W60/69,针织、编织用纯纺、混纺、纯化纤纱和线，纯纺、混纺、纯化纤毛线等。,"Knitting, weaving pure spinning, blending, purified yarns and yarns, pure spinning, blended spinning, purified fiber yarns, etc."
W62,针织坯布,Knitted fabric,W60/69,各种纯纺、混纺针织坯布，针织毛皮，天鹅绒面料等。经编织入此。,"A variety of pure spinning, blended knitted fabric, knitted fur, velvet fabrics and so on. Weaved into this."
W63,针织品,Knitwear,W60/69,帽子、手套、袜子、围巾、花边等。针织服装入此。,"Hats, gloves, socks, scarves, laces, etc. Knitwear enters here."
W70,印染制品综合,Printing and dyeing products - general,W70/79,术语、通用试验方法、检验规则等。,"Terms, general test methods, inspection rules, etc."
W71,棉与棉混纺织物印染品,Cotton and cotton blended fabric dyeing,W70/79,匹染及印花产品入此。棉条染、染色纤维纺织品入W10/19。,"Piece dyeing and printing products enter here. Stain dyed, dyed fiber textiles into W10/19."
W72,毛与毛混纺织物印染品,Wool and wool blend fabric dyeing,W70/79,匹染及印花产品入此。毛条染、染色纤维纺织品入W20/29。,"Piece dyeing and printing products enter this. Tops dyed, dyed fiber textiles into W20/29."
W73,麻与麻混纺织物印染品,Hemp and linen fabric dyeing,W70/79,匹染及印花产品入此。丝条染、染色纤维纺织品入W30/39。,"Piece dyeing and printing products enter this. Filament dyed, dyed fiber textiles into W30/39."
W74,丝与丝混纺织物印染品,Silk and silk blended textiles,W70/79,匹染及印花产品入此。丝条染、染色纤维纺织品入W40/49。,"Piece dyeing and printing products enter this. Filament dyed, dyed fiber textiles into W40/49."
W76,纺织制品印染,Textile products printing and dyeing,W70/79,,
W77,针织品印染,Knitwear printing and dyeing,W70/79,,
W90,纺织机械与器具综合,Textile machinery and appliances integration,W90/99,术语、符号、设计计算方法，通用试验方法检验规则等。,"Terms, symbols, design calculation methods, general test methods, inspection rules, etc."
W91,纺织机械零部件,Textile machinery parts,W90/99,,
W92,纺织机械用电气与自动化控制装置,Electrical and automation control devices for textile machinery,W90/99,,
W93,纺部机械与器具,Spinning machinery and apparatus,W90/99,,
W94,织部机械与器具,Weaving machinery and apparatus,W90/99,,
W95,染整机械与器具,Dyeing and finishing machinery and appliances,W90/99,,
W96,针织、纺织制品机械与器具,"Knitting, textile products machinery and appliances",W90/99,,
W97,化纤机械与器具,Chemical fiber machinery and appliances,W90/99,,
W98,纺织检测仪器,Textile testing equipment,W90/99,,
X00,标准化、质量管理,"Standardization, quality management",X00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
X01,技术管理,Technical management,X00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
X02,经济管理,Economic management,X00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
X04,基础标准与通用方法,Basic standards and general methods,X00/09,术语，符号，取样、制样方法，通用分析、试验方法等。,"Terms, symbols, sampling, sample preparation methods, general analysis, test methods, etc."
X07,电子计算机应用,Electronic computer applications,X00/09,,
X08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",X00/09,包装标志等。,Packaging signs and so on.
X09,卫生、安全、劳动保护,"Health, safety, labor protection",X00/09,,
X10,食品加工与制品综合,Food processing and product - general,X10/29,术语、食品的成分规定等。,"Terms, ingredients of food, etc."
X11,粮食加工与制品,Grain processing and products,X10/29,谷物、薯类、豆类等加工与制品。糕点入X28。,"Processing and products such as grains, potatoes and beans. Pastry into X28."
X14,油脂加工与制品,Grease processing and products,X10/29,植物油、动物油、香料油等。人造奶油入此。,"Vegetable oils, animal oils, perfume oils, etc. Margarine into this."
X16,乳与乳制品,Milk and dairy products,X10/29,鲜奶、消毒乳、乳制品等。代乳品入此。,"Fresh milk, sterilized milk, dairy products, etc. Replace milk into this."
X18,禽、蛋加工与制品,"Poultry, egg processing and products",X10/29,家禽、野禽、蛋品等。,"Poultry, wild birds, egg products, etc."
X20,水产加工与制品,Aquatic products and products,X10/29,鱼、海兽、贝类、甲壳类、藻类的淡干制品、腌制品等。,"Fish, marine animals, shellfish, crustaceans, algae light-dry products, pickled products, etc."
X22,肉类加工制品,Meat processed products,X10/29,牛、羊、猪等家蓄及野生动物的屠宰与加工（冷冻、干制、腌制、蒸制等）制品。,"Slaughter and processing (freezing, drying, pickling, steaming, etc.) of cattle, sheep, pigs and other domestic and wild animals."
X24,果类加工与制品,Fruit processing and products,X10/29,仁果、核果、浆果、坚果、杂果、柑桔、热带果、亚热带果、多年生草本果等。蜜饯入此。,"Pome fruit, stone fruit, berries, nuts, fruit, citrus fruit, tropical fruit, subtropical fruit, perennial herb fruit, etc. Candied into this."
X26,蔬菜加工与制品,Vegetable processing and products,X10/29,干菜、酱菜、腌菜、泡菜、渍菜等。,"Dried vegetables, pickles, pickles, pickles, pickles, etc."
X28,焙烤制品,Bakery products,X10/29,糕点、饼干、面包等。,"Pastries, biscuits, breads, etc."
X30,制糖与糖制品综合,Sugar and sugar products - general,X30/34,,
X31,制糖,Sugar,X30/34,甘蔗糖、甜菜糖、淀粉糖、乳糖等。精加工蜂蜜与制品入此。,"Cane sugar, beet sugar, starch sugar, lactose, etc. Finishing honey and products into this."
X33,加工糖,Processing sugar,X30/34,糖果等。,Candy and so on.
X34,制糖副产品,Sugar by-products,X30/34,,
X35,制盐综合,Salt - general,X35/39,,
X37,原盐,Crude salt,X35/39,,
X38,盐制品,Salt products,X35/39,盐副产品入此。,Salt by-products into this.
X40,食品添加剂与食用香料综合,Food additives and edible spices,X40/49,,
X41,天然食品添加剂,Natural food additives,X40/49,,
X42,合成食品添加剂,Synthetic food additives,X40/49,,
X44,食用香料,Edible spices,X40/49,,
X46,食用香精,Food essence,X40/49,,
X50,饮料综合,Beverage - general,X50/59,碳酸、果汁、菜汁、乳、植物蛋白、固体、矿泉水等饮料。,"Carbonic acid, fruit juice, vegetable juice, milk, vegetable protein, solid, mineral water and other beverages."
X51,饮料制品,Beverage products,X50/59,酒精饮料入X60/63。,Alcoholic drinks into the X60/63.
X53,冷食制品,Cold food products,X50/59,冰棍、冰激凌等。,"Ice cream, ice cream and so on."
X55,茶叶制品,Tea products,X50/59,红茶、绿茶、花茶、乌龙茶、紧压茶等的再加工制品与成品。,"Black tea, green tea, flower tea, oolong tea, pressed tea and other reprocessed products and finished products."
X60,食品发酵、酿造综合,"Food fermentation, brewing - general",X60/69,发酵原料、发酵微生物、发酵工艺、酿造试验等。,"Fermentation materials, fermentation microorganisms, fermentation processes, brewing tests, etc."
X61,蒸馏酒,Distilled liquor,X60/69,白酒、茅台酒、白兰地等。,"Liquor, Maotai, Brandy, etc."
X62,发酵酒,Fermented wine,X60/69,啤酒、黄酒、葡萄酒、果酒等。,"Beer, rice wine, wine, wine, etc."
X63,配制酒,Formulated wine,X60/69,粮食制的酒精入此。,Food-based alcohol comes into this.
X66,调味品,Condiment,X60/69,酱油、醋、红曲、味精、调味粉、合成调味品等。食盐入X35/39。,"Soy sauce, vinegar, red yeast, monosodium glutamate, seasoning powder, synthetic seasoning, etc. Salt into the X35/39."
X69,其他发酵制品,Other fermented products,X60/69,柠檬酸、食用酵母等。,"Citric acid, edible yeast, etc."
X70,罐头综合,Canned food,X70/79,,
X71,肉类罐头,Canned meat,X70/79,猪、牛、羊等肉类罐头。,"Pigs, cattle, sheep and other meat cans."
X72,禽类罐头,Canned poultry,X70/79,,
X73,水产罐头,Aquatic cans,X70/79,鱼类、海兽、贝类、甲壳类、藻类罐头等。,"Fish, marine animals, shellfish, crustaceans, canned algae, etc."
X74,水果罐头,Canned fruit,X70/79,,
X77,蔬菜罐头,Canned vegetables,X70/79,豆类罐头入此。,Canned beans into this.
X79,其他罐头,Other cans,X70/79,木耳、蘑菇、酱罐头、干果酱等。,"Fungus, mushrooms, canned sauce, dried jam and so on."
X80,特种食品综合,Special food - general,X80/84,,
X81,膨化压缩食品,Puffed compressed food,X80/84,,
X82,儿童食品,Children's food,X80/84,强化食品等。,Strengthen foods.
